numero_de_publication;date_de_publication;type_de_publication;type_de_demande;numero_de_depot;date_de_depot;priorite_s;cib;cpc;titre
FR3095425;2020-10-30;A1;Demande française;FR2003993;2020-04-22;WOPCT/ES2019/070278 (20190424);B65D  41/32,B65D  50/00,B65D  55/16;B65D  55/16,B65D2401/15;ENSEMBLE DE FERMETURE POUR RÉCIPIENTS
FR3097119;2020-12-18;A1;Demande française;FR1906258;2019-06-12;FR1906258 (20190612);A61H   3/06;A61H   3/066;ELEMENT DE GUIDAGE POUR LES PERSONNES HANDICAPEES, ET EQUIPEMENT D’AIDE AU DEPLACEMENT DE PERSONNES HANDICAPEES CONSISTANT EN UN CHEMINEMENT DE GUIDAGE
FR3093625;2020-09-18;A1;Demande française;FR1902728;2019-03-15;FR1902728 (20190315);A47B   3/06;A47B   5/02,A47B  37/04,A47B  96/07;Dispositif pour transformer un garde-corps de balcon, terrasse, fenêtre ou autre ouvrage en hauteur en une table haute ou de comptoir.
FR3094425;2020-10-02;A1;Demande française;FR1903205;2019-03-27;FR1903205 (20190327);F16C  33/04;F03C   1/0403,F03C   1/047,F04B   1/0404,F04B   1/047,F16C  33/046,F16C  33/1065,F16C2350/00,F16C2360/00;Machine hydraulique comportant un palier perfectionné
FR3095293;2020-10-23;A3;Certificat d'utilité;FR2003917;2020-04-17;CN201920557310.1 (20190422);H01H   3/04,H01H   1/22,H01H   1/26;H01H  23/02,H01H  23/14,H01H  23/24,H01H  13/14,H01H  13/20,H01H  23/14,H01H  23/16;INTERRUPTEUR BASCULANT
FR3096395;2020-11-27;A1;Demande française;FR1905340;2019-05-21;FR1905340 (20190521);F01D  25/08;F01D   9/042,F01D  25/246,F05D2260/231,Y02T  50/60;Turbine pour une turbomachine, telle qu’un turboréacteur ou un turbopropulseur d’avion
FR3096863;2020-12-04;A1;Demande française;FR1905554;2019-05-27;FR1905554 (20190527);H05B   6/72,F25D  21/06,H01Q   1/32;H01Q   1/1278,H05B   3/84,H05B2203/016;Dispositif de dégivrage de vitre de véhicule automobile, volet de coffre et véhicule automobile équipé dudit dispositif de dégivrage
FR3087373;2020-04-24;A1;Demande française;FR1859732;2018-10-22;FR1859732 (20181022);B25J  18/00,B25J   9/10;B25J   9/1633,G05B2219/45088;PROCEDE DE MISE EN POUSSEE SANS GLISSEMENT D'UN OUTIL A L'EXTREMITE D'UN BRAS ARTICULE CONTRE UNE SURFACE ET DISPOSITIF POUR SA MISE EN OEUVRE
FR3094786;2020-10-09;A1;Demande française;FR1903496;2019-04-02;FR1903496 (20190402);G01C  21/22,G01C  21/04,G01C  21/26,G06F  15/00;G01C  21/32;Procédé de mise à jour d’une carte routière à partir d’un réseau de contributeurs
FR3094919;2020-10-16;A1;Demande française;FR1903909;2019-04-12;FR1903909 (20190412);B42D  25/405;B22D  17/2245;Procédé et outil pour le marquage sur une pièce moulée dans un moule, d’un paramètre lié à l’opération de moulage
FR3095016;2020-10-16;A1;Demande française;FR1903761;2019-04-09;FR1903761 (20190409);F02K   1/72,F02K   1/76,F02K   3/04;F02K   1/72,F02K   1/763,F05D2260/50;TURBOREACTEUR DOUBLE FLUX COMPORTANT UNE PORTE DE BLOCAGE MISE EN MOUVEMENT PAR UNE BIELLE TRAVERSANT une veine SECONDAIRE
FR3095067;2020-10-16;A1;Demande française;FR1903902;2019-04-11;FR1903902 (20190411);G06Q  50/06,G06Q  50/08;G06Q  10/04;Procédé d'évaluation de la production d’énergie photovoltaïque et unité d’évaluation et de gestion mettant en œuvre le procédé
FR3095080;2020-10-16;A1;Demande française;FR1903808;2019-04-09;FR1903808 (20190409);H01P  11/00;H01P   1/042;Dispositif radiofréquence passif comprenant des ouvertures axiales de fixation
FR3096112;2020-11-20;A1;Demande française;FR1905112;2019-05-16;FR1905112 (20190516);F21S  43/239;F21S  43/239;Guide de lumière plan et feu de véhicule automobile comportant un tel guide.
FR3096326;2020-11-27;A1;Demande française;FR1905438;2019-05-23;FR1905438 (20190523);B60T   8/17,B60T   8/176;B60T   8/1703,B60T   8/325,B60T  17/22,B60T2270/404,B60T2270/413,B64C  25/42;Système de freinage d’aéronef avec dispositifs de commande dissimilaires et module logiciel utilisé en cas de défaillance
FR3097072;2020-12-11;A1;Demande française;FR1906022;2019-06-06;FR1906022 (20190606);G06T  17/00;G06K   9/00791;PROCEDE DE GENERATION DE CARTES HAUTE RESOLUTION A PARTIR DE NUAGES DE POINTS
FR3089500;2020-06-12;A1;Demande française;FR1872386;2018-12-05;FR1872386 (20181205);B64F   5/60,G06F  16/2458;B64D  45/00,B64D2045/0085,B64F   5/60,G05B  23/0227,G05B2219/45071,G06F  21/6227,G06F  21/6254,B64D  45/00,B64D2045/0085,G06K   9/6267,G06N   5/04,G06F  16/2462,G06F  16/2465,G06F  16/248;Système d'aide à la résolution de pannes d'aéronef
FR3091292;2020-07-03;A1;Demande française;FR1874149;2018-12-26;FR1874149 (20181226);C08L  93/04,B29B  13/02,B29K 101/10,C08K   3/04,C08L  91/06;C08L  93/04;PRODUIT SOLIDE A BASE DE RESINE VEGETALE, PROCEDE DE FABRICATION ET UTILISATIONS
FR3093596;2020-09-11;A1;Demande française;FR1902350;2019-03-07;FR1902350 (20190307);H01R  13/639,H01R  13/629;H01R  13/502,H01R  13/627,H01R  13/629,H01R  43/20,H01R  13/113,H01R  13/4223,H01R  13/4362,H01R  13/4362,H01R  13/506;Connecteur avec deux directions de déplacement du dispositif pour s’assurer de la position des contacts
FR3093621;2020-09-18;A1;Demande française;FR2002459;2020-03-12;BE2019/5155 (20190312);A23L   2/42,A23L   2/38,A23L   2/52,A23L   2/54,A23L   2/74,A23L   3/015,A23L   3/16;A23L   2/58,A23L   2/68,A23L   5/46,A23L  17/60;Composition liquide comprenant de la phycocyanine
FR3093928;2020-09-25;A1;Demande française;FR1902805;2019-03-19;FR1902805 (20190319);A61M  39/28;A61M  39/284;Clamp pour remettre en forme un tube souple faisant partie d’un dispositif médical
FR3094117;2020-09-25;A1;Demande française;FR1902810;2019-03-19;FR1902810 (20190319);G06N  20/00,G06F  16/00;G06Q  10/10,G06Q  50/184,G06N  20/00;PROCÉDÉ DE RENFORCEMENT D’UNE BASE DE DONNÉES COMPORTANT DES ENTRÉES REPRÉSENTATIVES DE TITRES DE PROPRIÉTÉ INDUSTRIELLE
FR3095141;2020-10-23;A1;Demande française;FR1904141;2019-04-18;FR1904141 (20190418);B21D  22/30;B21D  22/30,B21D  24/16,B21D  28/325;INSTALLATION ET OUTIL DE REPRISE AVEC COMPENSATEUR PLEINE TÔLE
FR3095231;2020-10-23;A1;Demande française;FR1904237;2019-04-19;FR1904237 (20190419);F01D  25/12,F01D  21/00,F01D  25/24;F01D   5/082,F01D  25/12,F05D2240/24,F05D2270/3062,Y02T  50/60;Dispositif amélioré d’injection d’air de refroidissement pour turbines d’aéronef
FR3095358;2020-10-30;A1;Demande française;FR1904297;2019-04-24;FR1904297 (20190424);B21D  22/20;B21D  22/24,B21D  24/16,B21D  53/88;PRESSE D’EMBOUTISSAGE DE PLAQUES MÉTALLIQUES, À PIÈCE DE VERROUILLAGE MÉCANIQUE
FR3096943;2020-12-11;A1;Demande française;FR2005733;2020-05-29;CN201910480313.4 (20190604);B60R  21/215;B60R  21/216,B60R2021/2163,B60R  21/215,B60R  21/2165,B60R2021/21537;COUVERCLE SERVANT A RECOUVRIR UN DISPOSITIF DE SECURITE DANS UN VEHICULE
FR3094658;2020-10-09;A1;Demande française;FR1903589;2019-04-03;FR1903589 (20190403);B25D   9/04;B25D   9/12,B25D   9/18,B25D   9/20,B25D   9/26,B25D2209/007,B25D2250/371;Appareil à percussions avec régulation automatique de la pression d’alimentation de l’appareil à percussions
FR3092258;2020-08-07;A1;Demande française;FR1900982;2019-02-01;FR1900982 (20190201);A63G  31/00,B63B  35/34;A63G  31/007;Structure de loisir destinée à être utilisée sur un lac ou analogue
FR3092325;2020-08-07;A1;Demande française;FR1901169;2019-02-06;FR1901169 (20190206);C09D   4/00,C07C 271/12,C08F  38/02,C09D 149/00,C09K  11/07;C08F 238/02,C08F 255/02,C08J   5/18,C08J2323/06,C09D   4/06,G01T   1/04;FILMS AUTOSUPPORTES COMPRENANT DES MONOMERES DERIVES DU DIACETYLENE, ET LEURS UTILISATIONS
FR3095530;2020-10-30;A1;Demande française;FR1904266;2019-04-23;FR1904266 (20190423);G06F  21/60,G06F  16/45,G06Q  50/26,H04L   9/00;G06F  21/604,G06F  16/35,H04L  63/104,H04L  63/105;PROCEDE DE TRAITEMENT DE DONNEES CLASSIFIEES, SYSTEME ET PROGRAMME D'ORDINATEUR ASSOCIES
FR3095705;2020-11-06;A1;Demande française;FR1904675;2019-05-03;FR1904675 (20190503);G06F  11/22,G06F  11/30,G06F  11/36;G06F  11/1633,G06F  11/165,G06F  11/1654,G06F  11/2236,G06F2201/805,G06F2201/83;Procédé de supervision d’une unité de contrôle moteur
FR3089339;2020-06-05;A1;Demande française;FR1872034;2018-11-29;FR1872034 (20181129);H01F  27/28,H02M   1/44;H01F  27/38,H01F  27/40,H02M   3/337,H02M   1/0064,Y02B  70/10;Ensemble électromagnétique pour convertisseur résonant
FR3089361;2020-06-05;A1;Demande française;FR1872253;2018-12-03;FR1872253 (20181203);H02J   5/00;H02J   3/36,H02M   7/219,H02M   7/53871,H02J   3/36,H02M   7/4835,Y02E  60/60;Convertisseur à bras alterné source de courant, système de conversion de puissance et procédé de contrôle d’un tel convertisseur
FR3083081;2020-01-03;A1;Demande française;FR1870779;2018-06-29;FR1870779 (20180629);A61F   2/14;A61F   2/141,A61F   2/141,A61F   2/148,A61F2230/0063,A61F   2/141;IMPLANT ORBITAL COMPORTANT DES FENETRES TRAVERSANTES POUR SUTURES
FR3083128;2020-01-03;A1;Demande française;FR1855752;2018-06-27;FR1855752 (20180627);B01D  53/64,B01D  53/81,B01D  53/96;B01D  53/64,B01D  53/83,B01D2251/304,B01D2252/2056,B01D2257/602;PROCEDE DE DEMERCURISATION D'EFFLUENTS GAZEUX
FR3084259;2020-01-31;A1;Demande française;FR1855659;2018-06-25;FR1855659 (20180625);A61K   8/34,A61K   8/37,A61K   8/39,A61K   8/44,A61K   8/45,A61K   8/73,A61Q   5/02,A61Q   5/10;A61K   8/345,A61K   8/375,A61K   8/416,A61K   8/731,A61K   8/92,A61Q   5/02,A61K   8/345,A61K   8/365,A61K   8/37,A61K   8/416,A61K   8/73,A61Q   5/02;COMPOSITION COMPRENANT UN MONOESTER D'ACIDE GRAS ET DE POLYGLYCEROL, UNE HUILE ET UN POLYOL, PROCEDE ET UTILISATION
FR3086910;2020-04-10;A1;Demande française;FR1859152;2018-10-03;FR1859152 (20181003);B60W  30/02,B60W  40/10;B60W  30/08,B60W  30/09,B60W  50/029;SECURISATION D'UNE FONCTION D'AIDE A L'EVITEMENT PAR BORNAGE TEMPOREL
FR3094179;2020-10-02;A1;Demande française;FR1903093;2019-03-25;FR1903093 (20190325);A21C   5/00;A21B   5/02,A21B   7/00,A21C   5/006;installation pour la fabrication de coques de macarons
FR3095085;2020-10-16;A1;Demande française;FR1904000;2019-04-15;FR1904000 (20190415);H01Q  13/10;H01Q   1/248,H01Q   5/364,H01Q   9/30,H01Q  13/106,H01Q  13/16;Antenne comprenant une pastille imprimée et antenne redresseuse correspondante
FR3097177;2020-12-18;A1;Demande française;FR1906405;2019-06-14;FR1906405 (20190614);B60P   1/28,B60P   1/44;B60P   1/006,E01C  19/2025,E01C2019/207;DISPOSITIF DE DÉCHARGE MUNI D’UNE TRAPPE INCLINÉE POUR CAMION-BENNE
FR3097528;2020-12-25;A1;Demande française;FR1906561;2019-06-18;FR1906561 (20190618);B64C  39/02;B64C  39/024,B64C2201/027,B64C2201/108,B64C2201/12,B64C2201/123,B64D   1/16,G01B  17/02,G01N  29/0645,G01N  29/11,G01N  29/226,G01N  29/265,G01N2291/02854;Drone équipé d’un capteur à ultrasons
FR3083441;2020-01-10;A1;Demande française;FR1856219;2018-07-06;FR1856219 (20180706);A61F  11/14;A42B   3/16;DISPOSITIF DE PROTECTION AUDITIVE
FR3083983;2020-01-24;A1;Demande française;FR1908354;2019-07-23;US62/702,320 (20180723);A61M  15/00,A24F  47/00,A61M  15/06;A61M  15/06,A61M2016/0024,A61M2016/0027,A61M2205/3653,A61M2205/588,A61M2205/8206,A61M2205/8237,A61M2209/06,A61M  11/042,A61M  15/0063,A24F  40/10,A24F  40/42,A24F  40/485,A24B  15/167,A24F  40/10,A24F  40/42,A24F  40/485,F15D   1/02,G01L  13/00,G05D  16/04;Gestion d’écoulement d’air pour dispositif de vaporisateur
FR3084223;2020-01-24;A1;Demande française;FR1856568;2018-07-17;FR1856568 (20180717);H03F   3/45;H03F   3/187,H03F   3/213,H03F   3/3016,H03F   3/3028,H03F   3/3059,H03F   3/505,H03F2200/03,H03F2200/219,H03F2200/555;ETAGE DE SORTIE SUIVEUR CLASSE A
FR3084759;2020-02-07;A1;Demande française;FR1857243;2018-08-02;FR1857243 (20180802);G06F  11/273,G06F   3/0481,H04L  29/06;G05B  19/042,H04L  67/125,H04W   4/38,H04W   4/70;KIT CONFIGURABLE POUR OBJET CONNECTE, OBJET CONNECTE ET PROCEDE ASSOCIES
FR3083055;2020-01-03;A1;Demande française;FR1907023;2019-06-27;US62/690,946 (20180627),US62/780,898 (20181217),US62/801,033 (20190204);A24F  47/00,A61M  11/04,A61M  15/06;A61M2205/3368,A61M2205/587,A61M  11/042,A24F  40/40,A24F  40/60,A24F  40/70,A61M  15/06,A61M2205/3331,A61M2205/52,A61M2205/583,A61M2205/8206,A61M2207/00,A61M  11/042,A24F  40/40,A24F  40/60,A24F  40/70,A61M  15/06,A24F  40/40,A24F  40/60,A24F  40/70,A24F  40/90,A61M  11/042,A24F  40/40,A24F  40/60,A24F  40/70;DISPOSITIF DE VAPORISATION
FR3083852;2020-01-17;A1;Demande française;FR1856393;2018-07-12;FR1856393 (20180712);F25B  30/02,B60H   1/32;B60H   1/00278,B60H   1/005,B60H   1/323,B60H2001/00307,B60H   1/32281,F25B   5/02,F25B   5/04,F25B   6/04,F25B  25/005,F25B  40/00,F25B  40/02,F25B2400/13,F25B  41/385;CIRCUIT DE GESTION THERMIQUE D'UN VEHICULE AUTOMOBILE ELECTRIQUE OU HYBRIDE
FR3086017;2020-03-20;A1;Demande française;FR1858209;2018-09-13;FR1858209 (20180913);F16B  35/04,B64C   1/18,F16B  39/282;B64F   5/10,F16B   5/025,F16B   5/10,B64C   1/18,F16B   5/0225,F16B  19/02,F16B  35/048,F16B  43/02,F16B   5/008;DISPOSITIF DE LIAISON A SIMPLE CISAILLEMENT POURVU D'UN AXE EXCENTRIQUE ET D'UN MANCHON EXCENTRIQUE, ENSEMBLE MECANIQUE COMPORTANT UN TEL DISPOSITIF ET PROCEDE D'ASSEMBLAGE
FR3087253;2020-04-17;A1;Demande française;FR1859423;2018-10-11;FR1859423 (20181011);F28G   9/00,F28G  15/00;B08B   3/12,F28G   7/00,F28G   9/00,F28G2015/006;SYSTEME DE NETTOYAGE D'AU MOINS UN ECHANGEUR THERMIQUE ET PROCEDE ASSOCIE
FR3092159;2020-07-31;A1;Demande française;FR2000687;2020-01-24;JP2019-011641 (20190125);F21S  41/60,G06T   9/00;B60Q   1/085,B60Q2300/056,B60Q2300/41,B60Q2300/42,F21S  41/00,F21V  23/003,F21W2102/13,F21W2107/10,F21Y2115/10,B60Q   1/085,B60Q   1/143,B60Q2300/42,B60Q2300/45,F21S  41/143,F21S  41/16,F21S  41/25,F21S  41/365,F21S  41/675,H04N   5/23218,H04N   5/2351,H04N   5/2354,H04N   5/247,B60Q   1/0023,B60Q   1/143,G06T   7/20,G06T2207/30252,H04N   5/2351,H04N   5/2354;Système de lampe de véhicule, dispositif de commande de lampe de véhicule et procédé de commande de lampe de véhicule
FR3096068;2020-11-20;A1;Demande française;FR1904957;2019-05-13;FR1904957 (20190513);E05D   5/12,E05D   7/10;E05B  17/2007,E05C  19/184;Dispositif de sécurité pour une broche engagée dans une chape et ensemble de verrouillage comprenant une broche, une chape et un tel dispositif
FR3097215;2020-12-18;A1;Demande française;FR1906303;2019-06-13;FR1906303 (20190613);B66B   1/28;B66B   5/28,B66B   5/284;Installation d’ascenseur
FR3097555;2020-12-25;A1;Demande française;FR1906800;2019-06-24;FR1906800 (20190624);C10B  49/02,C10L   5/44,C10L   9/08,G05D  21/00,G16C  60/00;B09B   3/0091,C10B  49/02,C10B  53/02,C10L   5/44,C10L   9/08,C10L2290/148,C10L2290/58,C10L2290/60,D21B   1/36,D21C   1/02,D21C   3/02,G05D  21/02,G16C  20/10,G16C  60/00,Y02E  50/10,Y02E  50/30;Procédé de production d’un biocombustible par vapocraquage
FR3097162;2020-12-18;A1;Demande française;FR1906358;2019-06-14;FR1906358 (20190614);B29D  30/06,B29D  30/00;B29D  30/0681,B29D2030/0682;Procédé de fabrication d’une couche étanche entrant dans la composition d’un pneumatique
FR3097180;2020-12-18;A1;Demande française;FR1906342;2019-06-13;FR1906342 (20190613);B60R  16/033;B60R  16/033;Procédé de régulation de réseau de bord d’un véhicule.
FR3097279;2020-12-18;A1;Demande française;FR1906401;2019-06-14;FR1906401 (20190614);F16B  35/04,F16B  29/00,F16B  43/00;F16B  17/006,F16B  35/02,F16B  35/041,F16B  35/06;Assemblage d’un organe d’appui à l’extrémité d’une tige filetée et procédé de fabrication de la tige filetée
FR3097338;2020-12-18;A1;Demande française;FR1906412;2019-06-14;FR1906412 (20190614);G05D   1/02;B60W  30/17,B60W  30/18154,B60W2520/105,B60W2520/125,B60W  60/0027,B60W  60/00272,B60W  60/00274,B60W  60/00276,B60W2555/60;Système et procédé de prédiction de la trajectoire d’un véhicule égo en fonction de l’environnement dudit véhicule égo
FR3097514;2020-12-25;A1;Demande française;FR2005944;2020-06-08;DE102019208952.6 (20190619);B60W  50/14,A61B   5/18,A61M  21/02,B60W  60/00,G08B  21/06;A61B   5/4809,A61B   5/4812,A61B2503/22,A61M  21/00,A61M  21/02,A61M2021/0022,A61M2021/0027,A61M2021/0083,H04N   5/2257,A61B   5/4809,A61B   5/4812,A61B2503/22,A61M  21/02,A61M2021/0022,A61M2021/0027,A61M2021/0083,A61M2209/088,A61M2230/06,A61M2230/10,A61M2230/30,A61M2230/42,A61M2230/50,A61M2230/60,A61M2230/65,B60W  50/14,B60W  50/16,B60W2720/106,B60W2720/125,B60W  60/0057,B60W2540/221,G08B  21/06;Procédé pour permettre à un conducteur de faire de manière ciblée un sommeil court
FR3087198;2020-04-17;A1;Demande française;FR1859438;2018-10-11;FR1859438 (20181011);C08K   5/372,B29C  64/314,B33Y  70/00,B33Y  80/00,C08L  77/06;B33Y  70/00,B33Y  80/00,B29C  64/153,C08K   5/372;POUDRE DE POLYMERE THERMOPLASTIQUE POUR IMPRESSION 3D A RECYCLABILITE AMELIOREE
FR3087712;2020-05-01;A1;Demande française;FR1912163;2019-10-29;JP2018-205643 (20181031);B60J   5/00,B60W  10/30,E05F  15/71,E05F  15/73,E05F  15/79,G05B  15/02;B60W  10/30,E05Y2900/531,E05F  15/71,E05F  15/73,E05F  15/79;DISPOSITIF DE COMMANDE DE PORTE POUR VEHICULES
FR3087750;2020-05-01;A1;Demande française;FR1911897;2019-10-24;DE102018127106-9 (20181030);B64C   1/14,E05B  77/00,E05C   3/04;B64C   1/1423,B64C   1/14,B64C   1/143,B64C   1/1407,E05C   3/004,E05C   3/046;SYSTEME DE VERROUILLAGE DE PORTE D’AERONEF ET ENSEMBLE DE PORTE
FR3088150;2020-05-08;A1;Demande française;FR1860205;2018-11-06;FR1860205 (20181106);H02K   1/28,H02K  17/16;H02K   1/28,H02K   5/24,H02K  15/0012,H02K  17/165,H02K   1/28,H02K  15/0012,H02K  17/165;ROTOR A CAGE D'ECUREUIL ET MACHINE ELECTRIQUE ASYNCHRONE ASSOCIEE
FR3088326;2020-05-15;A1;Demande française;FR1860358;2018-11-09;FR1860358 (20181109);C07F   7/18,C07C 269/04,C07F   7/10,C08G  18/38,C08L  75/04,C09J 175/04;C07F   7/1804,C08G  18/10,C08G  18/227,C08G  18/242,C08G  18/289,C08G  18/42,C08G  18/44,C08G  18/4866,C08G  18/755,C08G  18/837,C08G2190/00,C09D 175/04,C09J 175/04;HYDROXYSILANES FONCTIONNALISES, POLYURETHANES SILYLES, ET COMPOSITIONS LES COMPRENANT
FR3088554;2020-05-22;A1;Demande française;FR1871665;2018-11-21;FR1871665 (20181121);A61N   1/05;A61N   1/0563,A61N   1/362,A61N   1/39,A61N   1/0551,A61N   1/056,A61N   1/0563,A61N   1/3752,A61N   1/0563,A61N   1/08,A61N   1/3752,A61N   1/3956;Sonde médicale implantable avec dispositif réducteur de tension
FR3088740;2020-05-22;A1;Demande française;FR1860593;2018-11-16;FR1860593 (20181116);G06F  16/215,G06F  16/22,G06F  17/40;G06F  16/2393,G06F  16/211,G06F  16/2379,G06F  16/24539;TRAITEMENT DE DONNEES ITERATIF
FR3095429;2020-10-30;A1;Demande française;FR2004098;2020-04-24;FR1904322 (20190424);B65D  83/76,A21C  14/00;A21C   5/00,B65B  37/06,G01F  11/021,G01F  11/14,G01F  11/36;Distributeur doseur de produits alimentaires pâteux
FR3083787;2020-01-17;A1;Demande française;FR1856486;2018-07-13;FR1856486 (20180713);B65D  88/28;B01F   3/18,B01F   5/26,B01F   9/06,B01F  15/00532,B01F2009/0096;TREMIE AUTO-ROTATIVE, DESTINEE A EVITER LA SEGREGATION DE MATERIAUX HETEROGENES
FR3083955;2020-01-17;A1;Demande française;FR1856488;2018-07-13;FR1856488 (20180713);H05K   3/30,B23K   1/00,H05K   1/02;H01L2224/32225,H05K   1/0306,H05K   3/303,H05K   3/341,H05K2201/09781,H05K2201/10318,H05K2201/2018,H05K2203/167,Y02P  70/50;PROCEDE DE FABRICATION D'UN MODULE ELECTRONIQUE DE PUISSANCE POUR UNE ELECTRONIQUE EMBARQUEE SUR AERONEF
FR3084022;2020-01-24;A1;Demande française;FR1907468;2019-07-04;JP2018-135027 (20180718);B60K   1/04,B60R  16/00,B62D  25/20;B60K   1/04,B60K2001/0422,B60R  16/0215,B60R  16/0239,B60Y2306/01,B62D  21/157,B62D  25/20,B62D  25/2036;STRUCTURE DE FIXATION D’ALIMENTATION EN ENERGIE DE VEHICULE
FR3084297;2020-01-31;A1;Demande française;FR1856825;2018-07-24;FR1856825 (20180724);B60J   5/04,B60J   1/17;B60J   1/17,B60J  10/79;DISPOSITIF DE GUIDAGE D’UNE VITRE AFFLEURANTE D’UNE PORTE DE VEHICULE, A ENJOLIVEUR GUIDANT UNE PIECE DE GUIDAGE COULISSANTE
FR3084461;2020-01-31;A1;Demande française;FR1856902;2018-07-25;FR1856902 (20180725);G01M  15/04;F01D  21/003,F05D2240/35,F23R   3/18,F23R2900/00019,G01M  15/14;ENSEMBLE D'ESSAI
FR3084661;2020-02-07;A1;Demande française;FR1857215;2018-08-01;FR1857215 (20180801);C03B   5/02,G01K  11/32;C03B   5/16,F27D  21/0014;FOUR DE VERRERIE POURVU DE FIBRES OPTIQUES
FR3086120;2020-03-20;A1;Demande française;FR1858469;2018-09-19;FR1858469 (20180919);H02K   1/28,H02K  17/16;H02K   1/27,H02K2213/03,H02K   1/22,H02K   1/28,H02K  15/0012,H02K  17/16,H02K  17/165,H02K   1/30,H02K  15/02;TOLE MAGNETIQUE POUR ROTOR AVEC UN ARBRE NON TRAVERSANT, PROCEDE D'OBTENTION D'UNE TELLE TOLE ET ROTOR ASSOCIE
FR3088320;2020-05-15;A1;Demande française;FR1860382;2018-11-09;FR1860382 (20181109);C02F   1/68,B01F   1/00,C02F 103/42,E04H   4/12;B01F   1/0027,E04H   4/1281;DIFFUSEUR DE TRAITEMENT A INDICATEUR AMELIORE
FR3090398;2020-06-26;A1;Demande française;FR1874002;2018-12-21;FR1874002 (20181221);B01F   5/06,A45D  40/00,B65D  81/32;B01F   3/0807,B01F   3/2078,B01F  11/0065,B01F  13/1022,B01F  15/0206,B01F2215/0031,A45D  40/24,A45D2034/005,A45D2200/058,A45D2200/155,B01F   3/2078,B01F  11/0065,B01F  11/0097,B01F  13/002,B01F  15/00175,B01F  15/00519,B01F  15/0206,B01F  15/0226,B01F  15/029,B01F  15/065;Appareil de fabrication, machine à mélange et/ou dispositif de réception pour la fabrication d’une composition à partir d’un mélange de formulations
